296,바르미샤브샤브앤칼국수,"서울특별시 서초구 방배천로 11, 2층 202-2호 (방배동)",기타,,
297,의정부 평양면옥,"서울특별시 서초구 강남대로93길 28, 1,2층 (잠원동)",한식,,
298,해늘찹쌀순대,"서울특별시 서초구 동산로 89, 2층 (양재동)",한식,,
299,우리바다생태찌개,"서울특별시 서초구 반포대로24길 82, (서초동,1층)",한식,,
300,오선채,"서울특별시 서초구 남부순환로 2634-8, 지하1층 (양재동)",한식,,
301,대나무골,"서울특별시 서초구 법원로3길 15, (서초동)",한식,,
302,장원한정식,"서울특별시 서초구 법원로2길 19, (서초동)",한식,,
303,신가예촌,"서울특별시 서초구 서운로 11, 서초대우디오빌 1층 106호 (서초동)",한식,,
304,늘봄웰봄,"서울특별시 서초구 서초중앙로 188, (서초동, 아크로비스타지하1층지하A-105,A-106,A-107호)",한식,,
305,삼성각,"서울특별시 서초구 서초대로78길 42, (서초동,2층)",중국식,,
306,태평양,"서울특별시 서초구 서초중앙로24길 18, 지하1층 (서초동)",일식,,
307,포폴라리타,"서울특별시 서초구 사평대로22길 41, 1층 (반포동)",경양식,,
308,봉추찜닭,"서울특별시 서초구 반포대로28길 91, 101호 (서초동)",한식,,
309,신태평양,"서울특별시 서초구 서초대로 307, 지하1층 가호 (서초동)",일식,,
310,나나마구로,"서울특별시 서초구 반포대로28길 65-4, 1,2층 (서초동)",일식,,
311,참이맛 감자탕,"서울특별시 서초구 사평대로56길 10, 1층 (서초동)",한식,,
312,서동한우 강남점,"서울특별시 서초구 서초대로74길 29, 201호,208호 (서초동, 서초파라곤)",한식,,
313,방배골식당,"서울특별시 서초구 방배로8길 6, (방배동,(지상2층))",한식,,
314,명동보리밥 방배점,"서울특별시 서초구 서초대로 108, (방배동,지상2층 201호)",한식,,
315,송강,"서울특별시 서초구 명달로9길 5, (방배동,1층)",한식,,
316,서초 불쭈꾸미,"서울특별시 서초구 서초대로42길 29, (서초동,지상1층)",한식,,
317,갈비사랑,"서울특별시 서초구 강남대로 204, 지층,지상1,2,3,4,5층 (양재동)",한식,,
318,송이하랑,"서울특별시 서초구 서초대로 21, (방배동,지상1층,2층)",한식,,
319,북해도,"서울특별시 서초구 서초대로 265, 지하1층 (서초동)",일식,,
320,원당,"서울특별시 서초구 반포대로28길 69, (서초동)",한식,,
321,진대감,"서울특별시 서초구 나루터로12길 18, 1층 (잠원동, 수인빌딩)",한식,,
322,이남장(서초점),"서울특별시 서초구 서초대로49길 4, 1층,2층,3층 (서초동)",한식,,
323,초선과여포,"서울특별시 서초구 서초대로78길 44, (서초동,201호)",중국식,,
324,가조고향마을,"서울특별시 서초구 반포대로30길 18, (서초동,1층)",한식,,
325,오발탄,"서울특별시 서초구 반포대로 154, 1,2,3층 (서초동)",한식,,
326,영변,"서울특별시 서초구 반포대로23길 22, 2층 (서초동, 영변빌딩)",일식,,
327,삼호복집 서초점,"서울특별시 서초구 강남대로51길 5, (서초동)",복어취급,,
328,삼호복집 잠원점,"서울특별시 서초구 강남대로99길 19, 용량빌딩 1층 (잠원동)",복어취급,,
329,(주)배나무골,"서울특별시 서초구 마방로2길 12, (양재동)",한식,,
330,진동둔횟집,"서울특별시 서초구 강남대로91길 18, 지하1층,1층,2층 (잠원동)",일식,,
331,내고향본가,"서울특별시 서초구 나루터로 69, 샤르망 101호 (잠원동)",한식,,
332,한촌설렁탕,"서울특별시 서초구 동산로 87, (양재동)",한식,,
333,우작설렁탕,"서울특별시 서초구 서초중앙로6길 7, (서초동)",한식,,
334,서초원,"서울특별시 서초구 서초대로 283, (서초동)",한식,,
335,소들녘 서초점,"서울특별시 서초구 효령로 232, 1,2층 (서초동)",한식,,
336,서초버드나무집,"서울특별시 서초구 효령로 434, (서초동)",한식,,
337,봉평고향메밀촌,"서울특별시 서초구 신반포로45길 26, 동화빌딩 1층 (잠원동)",한식,,
338,서초정육식당,"서울특별시 서초구 서초대로38길 51, (서초동)",한식,,
339,조가네 갑오징어 방배카페거리점,"서울특별시 서초구 방배중앙로 173, 1층 (방배동)",한식,,
